,Car Name,Year,Distance,Owner,Fuel,Location,Drive,Type,Price
6972,Maruti Wagon R 1.0,2014,50279,1,PETROL,GJ-01,Manual,HatchBack,342000
6973,Hyundai Elite i20,2016,89224,2,PETROL,TS-03,Manual,HatchBack,601000
6974,Maruti S PRESSO,2019,49331,1,PETROL,GJ-01,Manual,HatchBack,425000
6975,Maruti Alto 800,2017,58647,1,PETROL,TS-07,Manual,HatchBack,335000
6976,Maruti Ciaz,2018,25734,1,PETROL,KA-41,Manual,Sedan,634000
6977,Toyota Glanza,2019,93670,3,PETROL,HR-05,Automatic,HatchBack,787000
6978,Maruti Vitara Brezza,2018,90598,2,DIESEL,UP-32,Manual,SUV,701000
6979,Renault Duster,2017,60965,1,DIESEL,KA-05,Manual,SUV,868000
6980,Mahindra Thar,2021,45720,1,DIESEL,HR-81,Manual,SUV,1527000
6981,Maruti Wagon R 1.0,2015,71003,2,PETROL,TS-15,Manual,HatchBack,366000
6982,Hyundai Verna,2018,24047,1,PETROL,GJ-01,Manual,Sedan,462000
6983,Ford Ecosport,2015,122062,1,DIESEL,UP-14,Manual,SUV,396000
6984,Maruti Celerio,2016,97726,1,PETROL,TS-08,Manual,HatchBack,379000
6985,Renault Kiger,2021,33025,1,PETROL,DL-10,Manual,HatchBack,725000
6986,Maruti Swift Dzire,2015,38874,1,PETROL,PB-10,Manual,Sedan,783000
6987,Tata Harrier,2019,93942,1,DIESEL,TS-15,Manual,SUV,1498000
6988,Maruti Wagon R 1.0,2014,77267,1,PETROL,MH-05,Manual,HatchBack,314000
6989,Hyundai NEW SANTRO,2019,45490,1,PETROL,TN-37,Manual,HatchBack,469000
6990,Honda Amaze,2013,90552,2,PETROL,MH-03,Manual,Sedan,302000
6991,Hyundai GRAND I10 NIOS,2022,49399,1,CNG,PB-65,Manual,HatchBack,751000
6992,Hyundai Tucson New,2018,76259,1,DIESEL,MH-12,Automatic,Lux_SUV,1629000
6993,Maruti New Wagon-R,2022,2010,1,CNG,CH-01,Manual,HatchBack,576000
6994,Renault Kwid,2020,25464,2,PETROL,DL-3C,Automatic,HatchBack,438000
6995,Maruti Wagon R 1.0,2015,96498,1,PETROL,UP-70,Manual,HatchBack,305000
6996,Maruti Wagon R 1.0,2013,39460,1,CNG,MH-01,Manual,HatchBack,364000
6997,Hyundai Grand i10,2017,18299,1,PETROL,GJ-01,Manual,HatchBack,515000
6998,Maruti Alto 800,2017,26215,1,PETROL,KA-51,Manual,HatchBack,353000
6999,Datsun Go Plus,2021,48957,1,PETROL,TS-25,Manual,HatchBack,584000
7000,Maruti S Cross,2015,61036,2,DIESEL,UP-32,Manual,SUV,557000
7001,Hyundai i10,2015,39037,1,PETROL,WB-08,Manual,HatchBack,269000
7002,Ford FREESTYLE,2019,22989,1,PETROL,DL-7C,Manual,SUV,572000
7003,Maruti New Wagon-R,2019,51562,1,PETROL,MH-14,Manual,HatchBack,587000
7004,Hyundai Creta,2021,11602,1,DIESEL,MH-12,Manual,SUV,1338000
7005,Maruti Swift,2012,89691,1,DIESEL,MH-12,Manual,HatchBack,454000
7006,Maruti Swift,2014,19215,1,PETROL,DL-3C,Manual,HatchBack,438000
7007,Honda Civic,2020,63533,1,PETROL,HR-26,Manual,Sedan,378000
7008,Hyundai Verna,2014,50781,1,PETROL,MH-02,Automatic,Sedan,489000
7009,Hyundai Elite i20,2018,14362,1,PETROL,HR-76,Manual,HatchBack,587000
7010,Tata Tiago,2022,22136,1,CNG,TN-37,Manual,HatchBack,773000
7011,Tata Tiago,2017,19588,2,PETROL,KL-07,Automatic,HatchBack,499000
7012,Tata ALTROZ,2022,19941,1,DIESEL,TN-12,Manual,HatchBack,891000
7013,KIA SELTOS,2022,5008,1,PETROL,TS-07,Manual,SUV,1724000
7014,Maruti Ciaz,2017,66931,1,PETROL,DL-7C,Manual,Sedan,589000
7015,Maruti Baleno,2019,15415,1,PETROL,UP-32,Manual,HatchBack,668000
7016,Maruti Alto,2021,18471,1,CNG,UP-16,Manual,HatchBack,433000
7017,Maruti Swift Dzire,2016,47765,2,PETROL,TN-01,Automatic,Sedan,727000
7018,Maruti New Wagon-R,2019,54490,1,PETROL,KL-07,Manual,HatchBack,540000
7019,Maruti Wagon R 1.0,2012,26622,1,PETROL,KA-03,Manual,HatchBack,328000
7020,Hyundai Xcent,2017,91910,1,PETROL,HR-26,Manual,Sedan,695000
7021,Tata NEXON,2020,41767,1,PETROL,TN-37,Automatic,SUV,842000
7022,Maruti Wagon R 1.0,2015,9934,1,PETROL,MH-05,Manual,HatchBack,380000
7023,Maruti Baleno,2019,37274,2,PETROL,KA-01,Automatic,HatchBack,735000
7024,Maruti Swift,2010,62746,1,PETROL,DL-8C,Manual,HatchBack,184000
7025,Maruti Dzire,2018,65921,2,DIESEL,MH-46,Automatic,Sedan,673200
7026,Maruti Wagon R 1.0,2011,74354,2,PETROL,KA-03,Manual,HatchBack,286000
7027,Renault Kwid,2021,20090,1,PETROL,MH-04,Automatic,HatchBack,503000
7028,Maruti Alto 800,2015,79566,2,PETROL,KA-03,Manual,HatchBack,289000
7029,Volkswagen Polo,2017,67130,1,PETROL,TS-07,Automatic,HatchBack,667000
7030,Maruti Baleno,2022,8690,1,PETROL,GJ-06,Manual,HatchBack,784000
7031,Maruti Alto,2021,34832,1,CNG,HR-81,Manual,HatchBack,422000
7032,Tata NEXON,2017,72564,2,PETROL,WB-02,Manual,SUV,570000
7033,Renault Kwid,2016,51985,1,PETROL,TS-11,Manual,HatchBack,299650
7034,Renault Kwid,2018,34290,1,PETROL,KA-02,Automatic,HatchBack,447000
7035,Tata NEXON,2019,20610,1,PETROL,MH-12,Manual,SUV,825000
7036,Honda Amaze,2018,55146,2,PETROL,KA-03,Automatic,Sedan,762000
7037,Renault Duster,2021,7166,1,PETROL,KA-03,Manual,SUV,1009000
7038,Maruti Swift Dzire,2012,10893,1,PETROL,GJ-01,Automatic,Sedan,954000
7039,Hyundai Grand i10,2015,61105,1,PETROL,KA-05,Manual,HatchBack,507000
7040,Maruti Alto,2020,46213,1,PETROL,HR-19,Manual,HatchBack,399000
7041,Renault Kwid,2018,37166,1,PETROL,KA-41,Automatic,HatchBack,446000
7042,Maruti Dzire,2018,82058,1,PETROL,DL-13,Manual,Sedan,356000
7043,Maruti Ciaz,2018,53019,1,PETROL,HR-26,Manual,Sedan,737000
7044,Renault Duster,2019,43395,1,PETROL,DL-3C,Manual,SUV,757000
7045,Maruti Ritz,2011,104495,2,PETROL,,Manual,HatchBack,208000
7046,Hyundai NEW SANTRO,2020,22380,2,PETROL,MP-04,Manual,HatchBack,438000
7047,Maruti Wagon R 1.0,2010,69120,2,PETROL,KA-04,Manual,HatchBack,300000
7048,Maruti Baleno,2019,32895,2,PETROL,MH-05,Manual,HatchBack,620000
7049,Honda Amaze,2013,52189,1,PETROL,HR-26,Manual,Sedan,411000
7050,KIA SELTOS,2021,55767,1,PETROL,HR-24,Manual,SUV,964000
7051,Maruti Baleno,2017,45167,2,PETROL,KA-05,Manual,HatchBack,678000
7052,Hyundai i20 Active,2017,62635,1,PETROL,TN-02,Manual,HatchBack,654000
7053,Hyundai i20,2012,70600,2,PETROL,GJ-06,Manual,HatchBack,343000
7054,Maruti Celerio,2017,57986,2,PETROL,KA-06,Manual,HatchBack,431000
7055,Hyundai i20,2010,65702,1,PETROL,DL-4C,Manual,HatchBack,180000
7056,Tata NEXON,2020,67952,1,DIESEL,GJ-18,Manual,SUV,877000
7057,Maruti Alto 800,2013,76653,2,PETROL,MH-06,Manual,HatchBack,233000
7058,Honda WR-V,2018,12280,1,PETROL,DL-2C,Manual,SUV,778000
7059,Maruti Wagon R 1.0,2018,26380,1,CNG,DL-8C,Manual,HatchBack,428000
7060,Renault Kiger,2021,41984,1,PETROL,HR-19,Automatic,HatchBack,632000
7061,Maruti Swift,2015,34422,2,PETROL,MH-02,Manual,HatchBack,485000
7062,Honda Brio,2015,62253,2,PETROL,TS-08,Manual,HatchBack,361000
7063,Maruti Alto 800,2015,84920,2,CNG,GJ-05,Manual,HatchBack,228000
7064,Mahindra Thar,2020,62342,1,DIESEL,TS-02,Automatic,SUV,1532000
7065,Maruti Baleno,2018,89242,1,PETROL,TS-08,Automatic,HatchBack,740000
7066,Renault Kwid,2019,73578,1,PETROL,WB-20,Manual,HatchBack,388000
7067,Maruti Alto 800,2015,62630,1,PETROL,WB-08,Manual,HatchBack,219000
7068,Maruti Alto K10,2018,90092,1,PETROL,HR-03,Manual,HatchBack,332000
7069,Hyundai GRAND I10 NIOS,2019,53084,1,DIESEL,WB-18,Manual,HatchBack,721000
7070,Maruti Dzire,2019,30444,1,PETROL,HR-76,Manual,Sedan,629000
7071,Datsun Redi Go,2016,60297,2,PETROL,KA-09,Manual,HatchBack,264000
7072,Maruti Swift,2015,77147,3,PETROL,KA-53,Manual,HatchBack,467000
7073,Maruti Baleno,2017,50749,1,PETROL,MH-02,Automatic,HatchBack,625000
7074,Hyundai Grand i10,2019,52929,1,PETROL,DL-4C,Automatic,HatchBack,575000
7075,Maruti Baleno,2021,48207,1,PETROL,UP-32,Manual,HatchBack,722000
7076,Hyundai Grand i10,2015,60197,2,PETROL,KA-51,Manual,HatchBack,480000
7077,Maruti Celerio,2017,88379,2,PETROL,TS-07,Manual,HatchBack,435000
7078,Mahindra XUV 3OO,2019,72183,1,PETROL,TS-15,Manual,SUV,968000
7079,Maruti Baleno,2017,68726,1,PETROL,MH-01,Manual,HatchBack,611000
7080,Ford Ecosport,2017,85389,1,DIESEL,GJ-01,Manual,SUV,632000
7081,Maruti Wagon R 1.0,2012,38843,2,PETROL,TN-22,Manual,HatchBack,338000
7082,Mahindra Kuv100,2015,63417,1,PETROL,MP-09,Manual,SUV,356000
7083,Maruti Dzire,2019,56041,1,DIESEL,DL-1C,Automatic,Sedan,884000
7084,Honda Jazz,2016,34902,3,PETROL,GJ-01,Manual,HatchBack,451000
7085,Maruti Swift,2020,106925,1,PETROL,,Manual,HatchBack,624000
7086,KIA SONET,2021,12405,1,PETROL,TN-12,Manual,SUV,1073000
7087,Honda WR-V,2017,43841,2,PETROL,TN-14,Manual,SUV,763000
7088,Datsun Redi Go,2017,46031,1,PETROL,KA-05,Manual,HatchBack,283000
7089,Hyundai GRAND I10 NIOS,2020,12205,1,PETROL,KA-53,Automatic,HatchBack,782000
7090,Volkswagen Vento,2010,72642,2,PETROL,MH-15,Manual,Sedan,514000
7091,Honda City,2016,78427,1,PETROL,KA-05,Automatic,Sedan,893000
7092,Maruti Swift Dzire,2012,64302,1,PETROL,KA-04,Manual,Sedan,408000
7093,Skoda Rapid,2015,99165,1,DIESEL,AP-13,Manual,Sedan,419000
7094,Datsun Redi Go,2018,65548,1,PETROL,UP-16,Automatic,HatchBack,252000
7095,Maruti New Wagon-R,2019,25253,1,PETROL,HR-26,Manual,HatchBack,554000
7096,Maruti Wagon R 1.0,2013,59730,2,PETROL,AP-29,Manual,HatchBack,340000
7097,Maruti Swift,2019,30045,1,PETROL,GJ-05,Manual,HatchBack,527000
7098,Maruti Baleno,2018,47744,1,PETROL,MH-43,Manual,HatchBack,596000
7099,Datsun Redi Go,2018,11737,2,PETROL,KL-33,Automatic,HatchBack,353000
7100,Hyundai Xcent,2014,52255,2,DIESEL,BR-01,Manual,Sedan,451000
7101,Hyundai Verna,2018,63537,2,DIESEL,PB-23,Manual,Sedan,844000
7102,Honda City,2012,29332,1,PETROL,DL-4C,Manual,Sedan,455000
7103,Tata NEXON,2021,18009,1,PETROL,PB-10,Manual,SUV,885000
7104,Hyundai Elite i20,2016,84389,2,PETROL,TN-57,Manual,HatchBack,535000
7105,Hyundai Creta,2017,72752,1,DIESEL,WB-20,Manual,SUV,804000
7106,Hyundai Elite i20,2018,78064,2,DIESEL,GJ-27,Manual,HatchBack,759000
7107,Maruti Swift,2017,51956,1,PETROL,GJ-01,Manual,HatchBack,491000
7108,Hyundai Elite i20,2017,37369,1,PETROL,TS-07,Manual,HatchBack,681000
7109,Maruti Swift,2013,77028,1,PETROL,KA-03,Manual,HatchBack,495000
7110,Maruti Alto,2020,44790,1,PETROL,TS-09,Manual,HatchBack,390000
7111,Renault Kwid,2021,10605,1,PETROL,MH-15,Automatic,HatchBack,478000
7112,Hyundai Grand i10,2015,56719,2,PETROL,KA-04,Automatic,HatchBack,534000
7113,Nissan Micra Active,2013,70141,1,PETROL,MP-04,Manual,HatchBack,201000
7114,Renault Kwid,2017,20110,1,PETROL,UP-37,Automatic,HatchBack,341000
7115,Datsun Go Plus,2020,23221,1,PETROL,MH-29,Manual,HatchBack,502000
7116,Ford Ecosport,2021,21724,1,PETROL,TS-03,Automatic,SUV,1027000
7117,Tata Tiago,2020,68413,2,PETROL,TS-03,Automatic,HatchBack,683000
7118,Hyundai Grand i10,2016,73565,1,PETROL,GJ-23,Manual,HatchBack,454000
7119,KIA SELTOS,2020,91526,1,PETROL,TN-19,Manual,SUV,1310000
7120,Maruti Celerio,2021,2370,1,PETROL,KA-25,Manual,HatchBack,716000
7121,Maruti Dzire,2018,14065,1,CNG,MH-05,Manual,Sedan,786000
7122,Maruti Vitara Brezza,2018,75774,1,DIESEL,MH-14,Automatic,SUV,892000
7123,Maruti Wagon R 1.0,2018,16338,2,PETROL,RJ-29,Manual,HatchBack,455000
7124,Maruti Celerio,2017,47734,2,PETROL,TN-12,Automatic,HatchBack,414000
7125,Ford Ecosport,2014,80250,1,PETROL,MH-03,Manual,SUV,493000
7126,Maruti Alto K10,2015,104029,1,PETROL,,Manual,HatchBack,281000
7127,Maruti Vitara Brezza,2021,14835,1,PETROL,GJ-01,Manual,SUV,907000
7128,Hyundai i10,2015,16726,1,PETROL,DL-7C,Manual,HatchBack,339000
7129,Maruti Wagon R 1.0,2015,77659,1,PETROL,KA-01,Manual,HatchBack,408000
7130,Honda City,2017,61074,1,PETROL,GJ-06,Manual,Sedan,441000
7131,Maruti Ritz,2015,41159,1,PETROL,KL-05,Manual,HatchBack,442000
7132,Honda Amaze,2015,62496,2,PETROL,GJ-03,Manual,Sedan,394000
7133,Maruti Baleno,2021,45046,2,PETROL,HR-26,Automatic,HatchBack,800000
7134,KIA SELTOS,2019,55081,1,DIESEL,TS-10,Automatic,SUV,1358000
7135,Volkswagen Vento,2021,28085,1,PETROL,GJ-05,Automatic,Sedan,1144000
7136,Hyundai Grand i10,2019,56846,1,PETROL,GJ-23,Manual,HatchBack,566000
7137,Maruti Celerio,2014,61807,3,PETROL,KA-51,Automatic,HatchBack,356000
7138,Honda City,2015,47670,2,PETROL,DL-4C,Manual,Sedan,579200
7139,Maruti Wagon R 1.0,2017,55057,1,CNG,MH-12,Manual,HatchBack,474000
7140,Maruti Wagon R 1.0,2017,47323,1,CNG,MH-03,Manual,HatchBack,399000
7141,Maruti Swift Dzire,2016,59197,1,PETROL,KA-01,Automatic,Sedan,694000
7142,Hyundai Eon,2016,32082,1,PETROL,PB-08,Manual,HatchBack,251000
7143,Maruti New Wagon-R,2020,45694,1,CNG,HR-35,Manual,HatchBack,555000
7144,Hyundai Creta,2019,12000,2,PETROL,MH-12,Automatic,SUV,1258000
7145,Maruti Baleno,2017,38724,1,PETROL,MH-43,Manual,HatchBack,571000
7146,Nissan MAGNITE,2021,26387,1,PETROL,UP-78,Manual,SUV,759000
7147,Hyundai Creta,2016,101807,2,DIESEL,GJ-10,Automatic,SUV,895000
7148,Honda City,2010,33860,2,PETROL,MH-01,Manual,Sedan,329000
7149,Renault Kwid,2017,48676,2,PETROL,TN-63,Manual,HatchBack,323000
7150,Mahindra XUV500,2017,66971,1,DIESEL,KA-05,Automatic,Lux_SUV,1436200
7151,Maruti Swift,2014,98239,1,PETROL,MP-09,Manual,HatchBack,390000
7152,Hyundai Grand i10,2018,25345,1,PETROL,UP-78,Manual,HatchBack,518000
7153,Hyundai Elite i20,2016,35286,1,PETROL,TN-48,Manual,HatchBack,619000
7154,Maruti Baleno,2020,24356,1,PETROL,HR-13,Manual,HatchBack,640000
7155,Hyundai Xcent,2014,94887,1,PETROL,DL-10,Manual,Sedan,317000
7156,Maruti New Wagon-R,2022,7373,1,PETROL,UP-32,Manual,HatchBack,649000
7157,Hyundai Tucson New,2016,34725,2,PETROL,MH-03,Automatic,Lux_SUV,1261000
7158,Maruti Alto K10,2015,59672,2,PETROL,TN-07,Manual,HatchBack,296000
7159,Maruti Swift,2020,46549,2,PETROL,GJ-01,Manual,HatchBack,565000
7160,Maruti New Wagon-R,2019,30788,1,PETROL,KA-02,Manual,HatchBack,536000
7161,Hyundai i20,2013,72256,1,PETROL,MH-14,Manual,HatchBack,418000
7162,Hyundai Grand i10,2019,20136,1,PETROL,WB-12,Manual,HatchBack,515000
7163,Maruti Baleno,2017,83969,1,PETROL,TS-09,Manual,HatchBack,580000
7164,Hyundai i20,2014,55829,2,PETROL,KA-53,Manual,HatchBack,473000
7165,Maruti Swift,2021,42481,1,PETROL,TN-22,Manual,HatchBack,704000
7166,Hyundai GRAND I10 NIOS,2020,22480,1,PETROL,RJ-45,Manual,HatchBack,519000
7167,Honda WR-V,2019,70889,1,PETROL,TS-07,Manual,SUV,802000
7168,Datsun Redi Go,2019,9368,1,PETROL,KA-50,Automatic,HatchBack,409000
7169,Hyundai Grand i10,2014,43571,1,PETROL,MH-27,Manual,HatchBack,457000
7170,Maruti Celerio,2014,24129,2,PETROL,MH-04,Manual,HatchBack,340000
7171,Hyundai Eon,2016,53055,1,PETROL,MP-04,Manual,HatchBack,318000
7172,Maruti Celerio,2017,49450,2,PETROL,TN-23,Automatic,HatchBack,439000
7173,Maruti Alto,2019,26449,1,PETROL,GJ-23,Manual,HatchBack,327000
7174,Tata NEXON,2022,17665,1,PETROL,TN-13,Automatic,SUV,1085000
7175,Renault Duster,2016,94226,2,DIESEL,UP-53,Manual,SUV,582000
7176,Honda Brio,2015,67194,1,PETROL,RJ-14,Manual,HatchBack,342000
7177,Tata Tiago,2017,61094,1,PETROL,MH-12,Manual,HatchBack,474000
7178,Maruti Alto,2020,19955,1,PETROL,GJ-26,Manual,HatchBack,412000
7179,Datsun Go Plus,2021,10512,1,PETROL,UP-32,Manual,HatchBack,541000
7180,Honda Amaze,2017,52380,1,PETROL,MH-12,Manual,Sedan,509000
7181,Honda City,2020,18547,1,PETROL,MH-12,Manual,Sedan,368000
7182,Datsun Go Plus,2019,19068,1,PETROL,DL-3C,Manual,HatchBack,469000
7183,Maruti Alto K10,2017,27720,2,PETROL,KA-19,Manual,HatchBack,366000
7184,Hyundai i20,2012,55557,2,PETROL,DL-8C,Manual,HatchBack,271000
7185,Hyundai Verna,2017,24083,2,PETROL,KA-53,Automatic,Sedan,692000
7186,Maruti Alto K10,2017,86555,1,PETROL,TS-15,Manual,HatchBack,315000
7187,Maruti Zen Estilo,2010,88084,2,PETROL,MH-12,Manual,HatchBack,183000
7188,Maruti Baleno,2018,85705,1,DIESEL,KA-05,Manual,HatchBack,592000
7189,Maruti Baleno,2017,20560,1,PETROL,DL-6C,Manual,HatchBack,548000
7190,Datsun Go Plus,2019,24895,1,PETROL,KA-05,Manual,HatchBack,501000
7191,Tata NEXON,2019,69702,1,DIESEL,KA-12,Automatic,SUV,989000
7192,Maruti Baleno,2016,78911,2,PETROL,TS-07,Manual,HatchBack,614000
7193,MG HECTOR,2019,56561,1,DIESEL,TS-07,Manual,SUV,1615000
7194,Tata Tiago,2016,95505,1,PETROL,MP-09,Manual,HatchBack,390000
7195,Hyundai Verna,2013,71713,1,PETROL,GJ-05,Manual,Sedan,455000
7196,Hyundai Grand i10,2017,51171,1,PETROL,KA-02,Manual,HatchBack,464000
7197,Honda Amaze,2018,28483,2,PETROL,TN-14,Manual,Sedan,659000
7198,Ford New Figo,2020,11383,1,PETROL,TN-14,Manual,HatchBack,675000
7199,Honda City,2017,37779,2,PETROL,TN-02,Automatic,Sedan,1245000
7200,Hyundai Grand i10,2018,19353,1,PETROL,MH-14,Manual,HatchBack,559000
7201,Honda City,2012,41866,1,PETROL,UP-78,Automatic,Sedan,867000
7202,Renault Kwid,2018,51274,2,PETROL,DL-8C,Manual,HatchBack,272000
7203,Hyundai Grand i10,2015,75409,1,CNG,GJ-01,Manual,HatchBack,458000
7204,Maruti Wagon R 1.0,2014,44754,1,PETROL,KA-53,Manual,HatchBack,369000
7205,Hyundai NEW SANTRO,2019,24978,2,PETROL,TS-15,Manual,HatchBack,554000
7206,Hyundai i10,2011,85669,1,PETROL,KL-07,Manual,HatchBack,208000
7207,Toyota YARIS,2021,23614,1,PETROL,KA-42,Automatic,Sedan,1015000
7208,Hyundai Creta,2020,12975,1,PETROL,KA-04,Automatic,SUV,1855000
7209,Tata Tiago,2018,43402,1,PETROL,KA-40,Manual,HatchBack,548000
7210,Maruti Swift,2021,7183,2,PETROL,RJ-45,Automatic,HatchBack,811000
7211,Maruti Swift,2018,72228,2,PETROL,HR-85,Manual,HatchBack,523000
7212,Maruti Swift Dzire,2016,11749,1,PETROL,DL-1C,Manual,Sedan,470000
7213,Honda Amaze,2013,33951,1,PETROL,TS-15,Automatic,Sedan,965000
7214,Maruti New Wagon-R,2019,22179,1,PETROL,PB-37,Manual,HatchBack,507000
7215,Renault Kwid,2021,71306,1,PETROL,KA-02,Manual,HatchBack,472000
7216,Maruti Baleno,2017,73489,1,PETROL,MH-47,Automatic,HatchBack,576000
7217,Hyundai Grand i10,2018,96534,1,PETROL,RJ-45,Manual,HatchBack,431000
7218,Honda Amaze,2013,114432,2,PETROL,,Manual,Sedan,257000
7219,Ford Ecosport,2016,100601,2,DIESEL,TS-12,Manual,SUV,534000
7220,Maruti BREZZA,2022,16038,1,PETROL,TS-15,Automatic,SUV,1402000
7221,Renault TRIBER,2019,33853,1,PETROL,GJ-27,Manual,SUV,612000
7222,Datsun Redi Go,2020,19205,2,PETROL,TS-10,Manual,HatchBack,416000
7223,Renault Duster,2017,66718,2,PETROL,KA-41,Manual,SUV,688000
7224,Hyundai Grand i10,2017,73769,1,DIESEL,WB-06,Manual,HatchBack,414000
7225,Hyundai i20,2013,120740,1,DIESEL,KA-03,Manual,HatchBack,468000
7226,Maruti Baleno,2015,92172,1,DIESEL,PB-10,Manual,HatchBack,408000
7227,Maruti Swift,2019,36682,1,CNG,UP-32,Automatic,HatchBack,658750
7228,Maruti Baleno,2017,37613,1,PETROL,TN-06,Manual,HatchBack,606000
7229,Renault Kwid,2018,24791,2,PETROL,HR-02,Manual,HatchBack,291000
7230,Maruti Swift,2014,74938,2,PETROL,KA-53,Manual,HatchBack,531000
7231,Volkswagen Vento,2020,69513,2,PETROL,GJ-24,Manual,Sedan,792000
7232,Hyundai Xcent,2015,101643,2,DIESEL,WB-02,Manual,Sedan,310000
7233,Tata NEXON,2021,28414,1,PETROL,PB-27,Manual,SUV,876000
7234,Maruti Alto 800,2014,48946,2,PETROL,KA-05,Manual,HatchBack,256000
7235,Honda City,2012,36780,1,PETROL,MH-03,Manual,Sedan,383000
7236,Ford Ecosport,2019,29878,1,PETROL,TS-09,Manual,SUV,814000
7237,Maruti Alto 800,2018,30046,2,PETROL,TN-22,Manual,HatchBack,309000
7238,Maruti Ciaz,2017,102497,1,DIESEL,TN-18,Manual,Sedan,836000
7239,Honda Amaze,2021,94134,1,DIESEL,MP-12,Manual,Sedan,676000
7240,Honda City,2015,28765,1,DIESEL,GJ-18,Automatic,Sedan,873000
7241,Maruti Swift,2018,79623,1,PETROL,GJ-06,Manual,HatchBack,612000
7242,Toyota Glanza,2019,28839,1,PETROL,TS-09,Manual,HatchBack,789000
7243,Honda Jazz,2018,102256,2,DIESEL,TS-07,Manual,HatchBack,661000
7244,Maruti Wagon R 1.0,2018,69638,1,CNG,MH-04,Manual,HatchBack,396000
7245,Maruti IGNIS,2017,39181,2,PETROL,HR-29,Automatic,HatchBack,487000
7246,Maruti Swift Dzire,2016,61371,1,PETROL,UP-32,Manual,Sedan,445000
7247,Renault Kwid,2021,11812,1,PETROL,DL-8C,Manual,HatchBack,458000
7248,Maruti Swift,2015,71434,2,PETROL,DL-14,Manual,HatchBack,333000
7249,Hyundai Eon,2015,48485,1,PETROL,GJ-01,Manual,HatchBack,282000
7250,Maruti Swift Dzire,2014,26627,1,PETROL,KA-41,Manual,Sedan,569000
7251,Hyundai Elite i20,2017,36350,2,PETROL,MH-12,Manual,HatchBack,628000
7252,Mahindra XUV 3OO,2021,25852,1,PETROL,DL-3C,Automatic,SUV,945000
7253,Hyundai Eon,2014,73376,1,PETROL,MH-12,Manual,HatchBack,291000
7254,Maruti Alto 800,2016,36206,1,PETROL,WB-02,Manual,HatchBack,229000
7255,Honda Brio,2012,95178,2,PETROL,AP-11,Manual,HatchBack,292000
7256,Honda City,2015,38854,1,PETROL,MP-04,Manual,Sedan,684000
7257,Hyundai Grand i10,2019,24128,2,PETROL,KL-45,Manual,HatchBack,509000
7258,Mahindra Kuv100,2017,47474,1,PETROL,HR-26,Manual,SUV,372000
7259,Tata Harrier,2020,39611,1,DIESEL,KL-36,Manual,SUV,1676000
7260,Hyundai Verna,2019,65079,1,PETROL,UP-14,Automatic,Sedan,560000
7261,Maruti S PRESSO,2022,17888,1,PETROL,KA-15,Manual,HatchBack,529000
7262,Honda City,2015,92675,2,PETROL,UP-32,Manual,Sedan,517000
7263,Honda City,2011,63872,2,PETROL,GJ-19,Manual,Sedan,557000
7264,KIA SELTOS,2019,70651,1,DIESEL,TN-09,Automatic,SUV,1413000
7265,Maruti Dzire,2019,20199,2,PETROL,TS-13,Automatic,Sedan,703000
7266,Hyundai Elite i20,2016,81188,2,PETROL,MH-02,Manual,HatchBack,483000
7267,Tata PUNCH,2022,22921,1,PETROL,TS-07,Manual,SUV,784000
7268,Maruti Baleno,2021,22615,2,PETROL,UP-32,Manual,HatchBack,751000
7269,Maruti Baleno,2020,13069,2,PETROL,TS-08,Manual,HatchBack,723000
7270,Maruti Swift,2015,69216,2,PETROL,KA-53,Manual,HatchBack,488000
7271,Ford Ecosport,2016,84070,2,PETROL,DL-10,Manual,SUV,529000
7272,Maruti Swift,2017,75594,2,PETROL,WB-26,Manual,HatchBack,385000
7273,Renault Duster,2017,101034,1,DIESEL,GJ-05,Manual,SUV,639000
7274,Maruti Alto,2019,10511,1,PETROL,TN-06,Manual,HatchBack,345000
7275,Honda WR-V,2019,64460,3,DIESEL,MH-11,Manual,SUV,751000
7276,Mahindra KUV 100 NXT,2018,28547,1,PETROL,BR-01,Manual,SUV,527000
7277,Mahindra XUV500,2018,45996,2,DIESEL,MH-04,Manual,Lux_SUV,1151000
7278,Maruti Swift,2015,47124,1,PETROL,HR-26,Manual,HatchBack,414000
7279,Hyundai i10,2013,54362,3,PETROL,TN-10,Manual,HatchBack,312000
7280,Maruti Swift,2015,37290,1,PETROL,DL-2C,Manual,HatchBack,440000
7281,Toyota Etios Liva,2011,1,1,PETROL,MH-02,Manual,HatchBack,281000
7282,Toyota Corolla Altis,2013,43285,2,DIESEL,WB-06,Manual,Lux_sedan,416000
7283,Hyundai Verna,2017,26830,1,PETROL,KA-41,Manual,Sedan,467000
7284,Renault Kwid,2020,22660,1,PETROL,TS-08,Manual,HatchBack,470000
7285,Hyundai Verna,2014,67517,1,PETROL,GJ-27,Manual,Sedan,731000
7286,Maruti IGNIS,2018,35874,2,PETROL,DL-12,Manual,HatchBack,392000
7287,Ford Ecosport,2016,89850,3,DIESEL,RJ-05,Manual,SUV,426000
7288,Maruti Swift,2017,69221,1,PETROL,GJ-03,Manual,HatchBack,515000
7289,Maruti Alto K10,2015,77134,2,PETROL,KL-43,Manual,HatchBack,281000
7290,Hyundai Grand i10,2017,15238,1,PETROL,DL-4C,Manual,HatchBack,461000
7291,Hyundai Verna,2014,22620,1,PETROL,KA-41,Manual,Sedan,603000
